Date,Time,Location,Operator,Flight No,Route,AC Type,Registration,CN / LM,Aboard,Fatalities,Ground,Summary,Latitude,Longitude
"April 07, 1922",1315,"Grandvilliers, France",Daimler Airways / Grands Express Aeriens,?,Croydon - Le Bourget,de Havilland DH-18 / Farman F-60 Goliath,G-EAOW/FGEAD,4,7,7,0,"A midair collision occurred at 400 ft. in poor visibility approximately 18 miles north of Beauvais, France. The pilots of both planes were using the road as a route marker in bad weather and poor visibility. This was the  first commercial midair collision in aviation history. Two killed on the de Havilland, five on the Faman F-60.",49.665342,1.939705
"April 07, 1936",10:20,"Uniontown, Pennsylvania",Trans Continental and Western Air,1,Newark - Los Angeles,Douglas DC-2-112,NC13721,1247,15,13,0,"Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio.",39.900076,-79.71643259999999
"April 07, 1957",?,"Bage, Brazil",Varig,?,Bage - Porto Alegra,Curtiss C-46A-45-CU,PP-VCF,30283,40,40,0,"Shortly after  takeoff, a fire developed in the left main landing gear well. The pilot thought the fire had started in the engine, feathered the No.1 engine and returned for an emergency landing. When he couldn't get the gear down, he performed a go-around after which the left wing separated from the plane. The plane crashed and burned. Fracture of the fuel line in the landing gear housing due to wear against the ribs.",-31.3301424,-54.1004622
"April 07, 1958",c 09:00,"Mt. Illiniza, Ecuador",AREA,222,Guayaquil - Quito,Douglas DC-3,HC-ACL,19779,32,32,0,Flew into a mountain 15 minutes after leaving Guayaquil. Procedural error. The pilot did not maintain IFR until clear of the cloud cover.,-0.6633333000000001,-78.715
"April 07, 1969",?,"Sept-Îles, Quebec, Canada",Air Canada,?,?,Vickers 757 Viscount,CF-THK,271,21,1,0,"A fire in the left landing gear caused the plane to return for an emergency landing. After landing to a full stop,  control was lost of the No.1 engine. Loss of control of the left main gear brakes caused the aircraft to circle to the right during the evacuation. Overheating of the starter selector relay during the starting of the No.1 and 2 engines. The proximity of a wire bundle to the relay provided a source of combustion for the initial fire.",50.21329679999999,-66.3757921
"April 07, 1981",11:36,"Cincinnati, Ohio",Freedom International,?,Cincinnati - Detroit,Learjet 23,N400PG,23-068,2,1,0,"While climbing through 3,800 ft., a Loon collided with the cargo plane penetrating the windshield. The copilot was killed and the captain sustained serious injuries. Debris from the windshield were ingested by the No.2 engine which had to be shut down. The pilot returned to the airport for a successful emergency landing.",39.1031182,-84.5120196
"April 07, 1983",14:55,"Selawik, Alaska",Munz Northern Airlines,601,Nome - Ambler,Britten-Norman BN-2A-8 Islander,N37MN,558,3,2,0,Lost control of the aircraft and crashed in a snow storm. Continued VFR flight in IFR conditions.,66.6038889,-160.0069444
"April 07, 1992",?,"Near Sarra, Libya",Air Bissau,?,Khartoum - Tunis,Antonov AN-24RV,J5-GAE,77310810,13,3,0,"Could not land due to a sandstorm, ran out of fuel and made a forced landing in the desert. Crash landed in the desert, 62 miles southeast of Sarra. Among the passengers was Yasser Arafat.",21.6697222,21.8397222
"April 07, 1999",00:33,"Near Ceyhan, Turkey",Turkish Airlines (THY),5904,Adana - Ciddah,Boeing 737-4Q8,TC-JEP,25378/2732,6,6,0,The aircraft departed Adana to pick up Turkish pilgrims. The plane crashed 9 minutes after taking off in poor weather conditions. Severe weather probably contributed to the cause of the accident. Pitot anti-icing system was probably not activated because of missed checklist items. The crew failed to recognize the cause of erratic airspeed indications and failed to use other cockpit indications for control and recovery of the aircraft.,37.028765,35.8124309
"April 07, 1999",11:30,"Ribeirao Preto, Brazil",Manacá Táxi Aéreo,?,Training,Learjet 24D,PT-LEM,24-270,5,5,0,The pilot-in-command lost control during touch-and-go landing and crashed.,-21.1704008,-47.8103238
"April 07, 2001",c 15:30,"Thanh Tranh Village, Vietnam",SFC Vietnam - Charter - Full Account,?,Vinh - Dong Hoi - Hue,Mil Mi-18 Helicopter,VN-8415,96168,16,16,0,"The helicopter, carrying members of Full Account, a group searching for the remains of U.S. troops missing in action during the Vietnam War, crashed into a mountainside in heavy fog.",10.3317864,105.3263783
"April 08, 1922",?,"Pao Ting Fou, China",?,?,Test,?,?,?,17,17,0,Aboard were all workers taking part in a flight test. All seventeen aboard were Chinese nationals.,39.206062,115.04908
"April 08, 1946",?,"Near Shensi, China",?,?,Shensi - Yenan,?,?,?,14,14,0,?,39.63086699999999,118.180194
"April 08, 1947",09:30,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,?,Cumana - Caracas,Douglas C-47A,YV-C-ALO,?,27,27,0,Crashed 40 miles east of Caracas while en route.,10.4805937,-66.90360629999999
"April 08, 1951",11:35,"Near Charleston, West Virginia",Military - U.S. Air Force,?,"Godman AFB - Charleston, WV",Douglas C-47B-DK,43-48298,25559,21,21,0,"The aircraft crashed into a wooded area, 8 miles NE of Charlston, after making a final turn to land at Kanawha County Airport. Both wings were sheared off and the aircraft burst into flames.",38.3498195,-81.6326234
"April 08, 1954",10:03,"Moose Jaw, SK, Canada",Trans Canada Air Lines / RCAF,?,Montreal - Vancouver,Canadair C-4-1Argonaut / Harvard Mark II,CF-TFW/RCAF3309,150,36,36,1,"Midair collision between a Canadair C-4-1 and a RCAF Harvard Mark II at 6,000 feet.  Thirty-five killed on the Canadair, one on the Harvard. Failure on the part of the pilots of both aircraft to maintain a proper lookout. The onus of responsibility for keeping out of the way being with the Harvard aircraft as it had the other on its own right side.",50.3915811,-105.5348562
"April 08, 1954",19:10Z,"Off Stromboli, Italy","South African Airways, leased from British Overseas Airways",201,Rome - Cairo,de Havilland DH106 Comet 1,G-ALYY,06011,21,21,0,"The aircraft broke up in-flight and crashed into the sea en route from Rome to Cairo. Metal fatigue due to a design flaw led to the breakup of the aircraft.  This is the second accident with the same cause. The aircraft was nicknamed ""Yoke Yoke."""
"April 08, 1957",?,"Algiers, Algeria",Air France,?,?,Douglas DC-3,F-BEIK,14411/25856,34,34,0,"Crashed just after takeoff, one mile from the airfield. Engine failure.",36.753768,3.0587561
"April 08, 1967",c 11:00,"Seoul, South Korea",Military - Republic of South Korea Air Force,?,Yoido AB - Taegu,Curtiss-Wright C-46,?,?,15,15,44,"The aircraft crashed shortly after taking off from Yoido Air Base into the residential neighborhood of Chonggu-dong, a suburb of Seoul. The accident took place in rain and fog.",37.566535,126.9779692
"April 08, 1968",15:35,"Heathrow Airport, London, England",British Overseas Airways,712,London - Zurich,Boeing B-707-465,G-ARWE,18373,127,5,0,"Shortly after leaving the runway during takeoff the No. 2 engine caught fire. Through some confusion, the crew did not pull the fire shutoff handle. The fire continued to burn and while attempting to land, the No. 2 engine fell away. After the plane came to a stop, the wing tank exploded.",51.4700223,-0.4542955
"April 08, 1968",?,"Near Coyhaique, Chile",Ladeco,?,?,Douglas DC-3,CC-CBM,6330,36,36,0,Crashed while on approach 5 minutes from its destination. Failure of the right wing.,-45.5712254,-72.068265
"April 08, 1976",07:25,"Friday Harbor, Washington",North Sound Aviation,?,"Burlington, WA - Friday Harbor, WA",Cessna 207,N1645U,?,7,7,0,Crashed while attempting a go-around. Continued VFR flight into adverse weather. Spatial disorientation. Premature flap retraction.,48.5342662,-123.0171242
"April 08, 1976",14:56,"Aspen, Colorado",Royal American - Air Taxi,?,"Denver, CO - Aspen, CO",Beechcraft A36,N6061S,?,2,2,0,Made a high speed vertical dive and crashed. Probable cause undetermined.,39.1910983,-106.8175387
"April 08, 1999",11:35,"Near Malaga, Colombia",Aerotaca,?,Bucaramanga - Malaga,de Havilland Canada DHC-6 Twin Otter 300,HK-2760,777,5,5,0,"The aircraft crashed into La Caida Hill in fog, 10 minutes from its destination. The aircraft was off course.",6.703857999999999,-72.729891
"April 08, 2014",1556,"Near Bethel, Alaska",Hageland Aviaiton Services,?,Training,Cessna 208B Grand Caravan,N126AR,208B-104,2,2,0,The training flight impacted terrain in the Three Steps Mountain region approximately 30 miles southeast of Bethel. The burning wreckage was spotted two hour later. Two pilots were killed. No passengers were aboard.,60.7922222,-161.7558333
"April 09, 1945",?,"Kunming, China",China National Aviation Corporation,?,Kunming - Sichang,Douglas C-47,88,?,3,3,0,The cargo plane struck a mountain in the Himalayas under poor weather conditions.,24.880095,102.832892
"April 09, 1951",?,"Cape d'Arguilar, Hong Kong",Siamese Airways,?,Bangkok - Hong Kong,Douglas DC-3,HS-SAE,?,16,16,0,The pilot lost control of the aircraft while attempting too steep a turn and too  low a speed while making an approach at night in dense fog and rain and struck the ground.,22.208065,114.260281
"April 09, 1952",08:07,"Mihara Volcano, Japan",Japan Air Lines,?,Tokyo - Osaka,Martin 202,N93043,9164,37,37,0,"On an early morning flight, under instrument conditions, the crew flew the route segment from Tokyo to Oshima Island 1,000 ft. below the minimum instrument altitude.  At Oshima Island the aircraft crashed into the side of Mihara volcano."
"April 09, 1956",09:51,"Skilak Lake, Alaska",Cordova Airlines,6,Anchorage - Seward,Aero Commander  520,B5386N,520-7,6,6,0,Crashed en route from Anchorage to Seward. The pilot's action in continuing flight during instrument weather conditions on a planned VFR flight through a mountain pass and striking a mountainside while attempting to climb out.,60.41602469999999,-150.3734777
"April 09, 1965",00:30,"Bellfontaine, Ohio",Ortner Air Service - Taxi,?,?,Beech C-45H,N84R,?,2,2,0,Collided with trees while on approach in rain and fog. Took off with one transceiver inoperative and the other failed during the approach.,40.3611643,-83.7596557
"April 09, 1966",?,"Off San Diego, California",Military - U.S. Navy,?,?,Lockheed P-3A Orion,152171,185-5141,11,11,0,Crashed into water due to loss of the autopilot during an anti-submarine training flight.,32.949875,-116.1842501
"April 09, 2008",23:27,"Bundeena, Australia",Avtex Air Services,?,Sydney - Brisbane,Swearingen SA227AC Metroliner III,VH-OZA,AC-600,1,1,0,The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.,-34.08341619999999,151.1515469
"April 09, 2009",07:00,"Near Wamena, Indonesia",Aviastar Mandiri,?,Jayapura - Wamena,British Aerospace BAe-146-300,PK-BRD,E3189,6,6,0,The cargo plane crashed into Gunung Pike mountain while on approach and attempting to land at Wamena Airport.,-4.0991845,138.9253206
"April 10, 1920",?,"Newark, New Jersey",US Aerial Mail Service,?,?,Curtiss R-4LM,49,?,2,1,0,After a fire erupted in flight the pilot decided to make an emergency landing but the aircraft crashed near Newark.,40.735657,-74.1723667
"April 10, 1934",?,"Ningpo Bay, China",China National Aviation Corporation,?,?,Sikorsky S-38BB,NV17V,?,3,3,0,?,27.9661349,120.5893348
"April 10, 1952",?,"Agartala, India",Kalinga Airlines,?,?,Douglas C-47A,VT-DFN,13628,4,4,0,"The cargo plane, carrying a load of tea,  crashed while taking off after losing an engine and attempting an emergency landing.",23.831457,91.2867777
"April 10, 1953",?,"Miandivazo, Madagascar",Air France,?,?,Junkers JU-5/-3m,F-BALE,090,5,5,0,The cargo plane crashed on take off.,-19.5354306,45.46157849999999
"April 10, 1953",?,"Near Anchieta Island, Brazil",REAL,?,?,Doublas Dc-3,?,?,?,26,?,?
"April 10, 1953",?,"Off Kingston, Jamaica",Caribbean International Airways,?,?,Lockheed 18-56 LodeStar,VP-JBC,2568,13,13,0,"Lost an engine on takeoff, climbed to 100-200 ft. entering a slight banking turn and crashed into the sea. Failure of the left engine which was due to the cracking of the accessory drive gear. Failure of the pilot to take precautionary steps on hearing the back firing, which was a warning of possible engine failure.",40.7130261,-73.79139239999999
"April 10, 1957",15:20,"Anchieta Island, Brazil",REAL,1800,Rio de Janerio - Sao Paulo,Douglas DC-3,PP-ANX,13048,30,26,0,"While en route, fire broke out in the starboard engine. As he lost altitude and because of reduced visibility, the pilot did not see the peak of a mountain. When he tried to pull up the plane stalled and crashed. Engine failure."
"April 10, 1965",?,"Near Damascus, Syria",Alia Royal Jordanian Airlines,?,Beirut  - Amman,Handley Page Dart Herald 207,JY-ACQ,170,54,54,0,The plane flew into a mountain after taking off from Beirut. Structural failure of the fuselage.,33.5138073,36.2765279
"April 10, 1968",15:23,"Dahlonega, Georgia",Canair Corp. - Air Taxi,?,?,Cessna 182,N3152R,?,4,4,0,Flew into mountain upslope in rain and fog. Continued VFR flight into adverse weather conditions.,34.5261465,-83.9843953
"April 10, 1968",?,"Near Mexico City, Mexico",Aerovias Rojas,?,Aguascalientes - Mexico City,Douglas DC-3,XA-GEV,7339,18,18,0,While operating on its inaugural flight the aircraft crashed into a mountain en route after getting lost.,19.4326077,-99.133208
"April 10, 1973",10:13,"Near Basel,  Switzerland",Invicta International Airlines (UK),435,Bristol - Basel,Vickers Vanguard 952,G-AXOP,745,145,108,0,Crashed into a forest during a snowstorm. Malfunctioning navigation equipment. Navigational error by crew.,47.5595986,7.5885761
"April 10, 1977",?,"SW of Bogota, Colombia",Taxi Aereo el Venado,?,Villavicencio - Bogota,Douglas DC-3-3A,HK-556,4958,35,35,0,Crashed on the slopes of the Rio Guape mountains. Found 1 month later. Deviation from course.,4.710988599999999,-74.072092
